OBJECTID,DamSiteID,SiteID,X_Dam,Y_Dam,Z_Dam,H_Dam,W_Dam,L_Dam,V_Dam,V/H,H_LS,R_LS,R_LS_3D,L_LS,H_R_ratio,H_R3D_ratio,H_L_ratio,A_LS_debris_sum,V_LS_debris_sum,Material_LS,Type_LS,Trigger,Type_Dam,DBI,Upstream_Catchment_Area,Ac (m2),W_Channel_at_Dam,Grad_Channel_at_Dam,DateFormed_Dam,FailureMech_Dam,Dam_breach,Dam_breach_details,Dam_Stability,Q_at_Failure,Confidence,Notes,Comments,References,SUBSET,MetadataID,CatchmentID,Review_comments,Source_V,Velocity,Catchment_Emin,Catchment_Emax,TAG
487,The Haystack (Kakapo River),The Haystack (Kakapo River),1539087,5428815,177,5,340,350,201098,40219.6,557,2203,2305,1957,0.252837,0.2416486,0.2846193,682023.75,2175901.5,Rock,Avalanche,Unknown,I,3.0075712,40.926912,40926912,700,2.6412544,,Piping (including headward erosion),Complete Breach,,Dam breached,,,,,Nash (2003); SC mapping,Yes,54,986,RM: no lake mapped - OK FOR NOW,1740721.25,5000,177,1577,<Null>
471,Thomas River 160,Thomas River 160,1294262,5132776,160,80,1585,595,25463264,318290.8,1287,3501,3775,2945,0.3676093,0.3409272,0.4370119,858836.3125,14920392,Debris,Debris flow,Miscellaneous,III,2.4636531,92.571456,92571456,500,2.6360157,Holocene,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,lake inferred; Incremental landslide; landslide #68,Korup (2011); SC mapping,Yes,54,967,<Null>,11936314,500,159,1817,
345,Thompson Sound 390,Thompson Sound 390,1132024,4972785,391,10,390,300,344625,34462.5,826,1487,1736,1392,0.5554808,0.4758064,0.5933908,303144.75,5669967,Debris,Debris flow,Unknown,I,2.161206,4.9952,4995200,150,2.9504046,Holocene,Not failed,No Breach,existing lake,Long-term stable,,Moderate,,May be incremental. Small alluvial fan for big source area. Inferred dam due to debris-flows; Incremental landslide,SC mapping,Yes,54,796,,4535973.5,500,390,1224,
492,Thomson,Thomson,1170545,4997991,270,10,650,770,1635593,163559.3,540,1270,1415,1175,0.4251969,0.3816254,0.4595745,483783.25,1422649.25,Rock,Avalanche,Unknown,I,2.5130966,53.305472,53305472,540,4.9967093,,Not failed,Partial Breach A,existing lake; partially breached/silted up,Long-term eroded,,,,Dam stable,Korup (2011); SC mapping,Yes,54,991,<Null>,1138119.375,5000,268,1550,
483,Tiniroto,Tiniroto,1994349,5699153,254,10,465,335,541396,54139.6,68,1198,1201,1071,0.0567613,0.0566195,0.0634921,108279.1641,8232690.5,Rock,Slope deformation,Unknown,II,0.8747542,0.40576,405760,110,0.9508598,,Not failed,No Breach,,Long-term stable,,,,,Korup (2011); SC mapping,Yes,54,981,RM: DT not separated - OK FOR NOW,6586152.5,0.0000005,252,347,
181,Towy 500,Towy 500,1618216,5301378,518,10,195,110,68989,6898.9,281,502,576,470,0.5597609,0.4878472,0.5978723,32253.67578,360723.75,Rock,Compound slide,Earthquake,I,2.9524312,6.183168,6183168,70,6.3487992,11/14/2016,Overtopping,Complete Breach,breached; overtopped 4/12/16,Dam breached,,,,2016 Kaikoura Earthquake;  Lake level dropped c.5m by *,"Massey et al. (2018, 2019, 2021); AW modified",Yes,3,408,,288579,0.005,518,1469,
93,Tunawaea,Tunawaea,1808215,5746664,274,45,415,135,1089212,24204.71111,262,626,683,537,0.4185303,0.3836018,0.4878957,116094.4219,225122.5156,Rock,Compound slide,Unknown,II,2.9005535,19.251008,19251008,130,4.1174331,8/18/1991,Overtopping,Complete Breach,"former lake; natural, breached 22/07/1992",Dam breached,160,,,,Webby & Jennings (1994); Perrin & Hancox (unpublished); SC mapping,Yes,54,315,<Null>,180098.0156,0.005,274,966,
21,Tutira,Tutira,1935985,5649840,160,80,1920,1660,88341392,1104267.4,380,2081,2129,1281,0.1826045,0.1784876,0.2966433,3439254,9007240,Mixed,Rotational slide,Earthquake,III,1.4859205,33.80608,33806080,1150,3.5594583,1500 BC/>3400 yr BP,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,,,Multiple phases of slides; Two phases; rotational slide of undercut escarp,Perrin & Hancox (1992); RM mapping; Page & Lukovic (2011); AW mapping,Yes,3,220,<Null>,7205792,0.005,152,637,
485,Ugly (Upper),Ugly (Upper),1541448,5455808,692,10,630,190,426470,42647,663,1302,1479,1109,0.5092166,0.4482759,0.5978359,238849.2969,533543.625,Rock,Avalanche,Unknown,II,2.3861334,10.375808,10375808,250,3.2062478,,Overtopping,Complete Breach,<Null>,Dam breached,,,,,"Hancox et al. (1997, 2002); SC mapping",Yes,54,984,<Null>,426834.9063,5000,692,1578,
94,Waikare A,Waikare A,1754632,5607239,140,15,400,155,366931,24462.06667,162,882,904,793,0.1836735,0.1792035,0.2042875,199561.5313,1219707.75,Rock,Complex,Earthquake,II,2.1170216,3.202688,3202688,150,1.3734827,,Not failed,No Breach,existing lake,Long-term stable,,,<Null>,,Crozier & Pillans (1991); Crozier et al. (1995); Perrin & Hancox (unpublished); AW modified,Yes,3,316,<Null>,975766.25,0.005,132,376,
314,Waikare B,Waikare B,1754432,5607064,133,25,1330,210,2295204,91808.16,187,1649,1661,1036,0.1134021,0.1125828,0.1805019,763991.375,707531.375,Rock,Complex,Unknown,II,1.5516176,3.269632,3269632,150,2.2489307,,Not failed,No Breach,existing pond,Long-term stable,,,<Null>,Also called Ngamatapori 63; creeping,Crozier & Pillans (1991); Crozier et al. (1995); Perrin & Hancox (unpublished); AW modified,Yes,3,623,<Null>,566025.125,0.005,132,376,
19,Waikaremoana,Waikaremoana,1958113,5697521,598,40,5850,3000,275402016,6885050.4,856,8554,8622,5036,0.1000701,0.0992809,0.1699762,15895625,102288648,Rock,Planar slide,Earthquake,III,1.707436,351.02912,351029120,1340,4.216958,250 BC / ?2200 BP,Not failed,No Breach,existing lake,Long-term stable,,,,,Perrin & Hancox (1992); RM mapping; Page & Lukovic (2011); AW mapping,Yes,3,218,<Null>,81830920,5000,582,1388,
215,Waima 215,Waima 215,1679877,5362206,221,2,100,15,926,463,46,99,114,44,0.4646465,0.4035088,1.0454545,2933.91919,2979.017334,Debris,Planar slide,Earthquake,I,5.1294122,62.37248,62372480,40,1.0214639,11/14/2016,Unknown,Complete Breach,lake still existed in Feb 2017 regional imagery; partial breach btwn 2017-2019,Dam breached,,,,2016 Kaikoura Earthquake; Lake level unchanged since 20/11/2016. Water flow*,"Massey et al. (2018, 2019, 2021)",Yes,3,444,<Null>,2383.213867,0.005,221,1423,
35,Waimata,Waimata,2017216,5703224,59,10,265,125,129626,12962.6,244,796,840,688,0.3065327,0.2904762,0.3546512,66718.61719,113640.0625,Debris,Debris flow,Rainfall,II,2.7779713,7.774336,7774336,130,0.1488632,3/7/1988,Unknown,Partial Breach B,"natural, partial (silted)",Infilled,,,,"Called an existing lake in all the datasets, but is no longer one; Range of A_LS reported: 20,000-200,000",Perrin & Hancox (1992); RM mapping; Page & Lukovic (2011); AW mapping,Yes,3,238,<Null>,90912.04688,500,59,516,
299,Waingake 2002,Waingake 2002,2019039,5694463,141,3,175,30,6956,2318.666667,25,185,188,105,0.1351351,0.1329787,0.2380952,8929.800781,5636.821289,Mixed,Planar slide,Rainfall,I,2.3419638,0.509568,509568,50,0.4428124,8/12/2002,Unknown,Complete Breach,short-lived,Dam breached,,,,,Landslide Catalogue (Rosser et al. 2017); RM mapping; AW mapping,Yes,3,546,<Null>,4509.457031,0.005,141,452,
698,Wairau 1140,Wairau 1140,1582740,5334015,1179,20,1320,620,3854529,192726.45,490,2128,2197,1706,0.2302632,0.2230314,0.2872216,1139581.875,2630972,Rock,Avalanche,Unknown,I,2.1452751,26.928768,26928768,710,1.3025322,Holocene,Overtopping,Complete Breach,"breached via overtopping, erosion",Dam breached,,High,,inferred lake,SC mapping,Yes,54,1213,<Null>,2104777.5,5000,1170,2164,
87,Waitahu,Waitahu,1523525,5332455,531,15,355,230,351680,23445.33333,345,637,757,442,0.5416012,0.4557464,0.780543,82056.19531,130246.7109,Rock,Fall,Earthquake,II,3.1347051,31.971392,31971392,340,3.5291023,5/24/1968,Not failed,Partial Breach A,silted up,Infilled,,High,,,Perrin & Hancox (1992); SC mapping,Yes,54,307,<Null>,104197.3672,5000,531,1741,
451,Waterfall Stream,Waterfall Stream,1622608,5365009,1073,20,1670,245,3295882,164794.1,958,2269,2491,1036,0.4222124,0.3845845,0.9247105,432432.8438,2540579.5,Mixed,Avalanche,Unknown,II,1.4986659,5.195264,5195264,100,8.8635712,,Unknown,Complete Breach,former lake,Dam breached,,High,,,Rosser et al. (2017); AW mapping,Yes,3,947,RM: no lake mapped - OK FOR NOW,2032463.625,5000,1073,2070,<Null>
185,Weka 340,Weka 340,1622222,5293073,338,1,100,20,758,758,77,171,188,134,0.4502924,0.4095745,0.5746269,6779.585938,22187.41406,Rock,Compound slide,Earthquake,II,3.6152687,3.125632,3125632,40,5.1155262,11/14/2016,Overtopping,Complete Breach,existing lake; overtopping and erosion 2018?,Dam breached,,,,2016 Kaikoura Earthquake,"Massey et al. (2018, 2019, 2021); AW modified",Yes,3,413,,17749.93164,0.005,338,989,
933,Wharekiri 400,Wharekiri 400,1664796,5329519,398,10,70,25,8497,849.7,107,102,150,107,1.0490196,0.7133333,1,3337.441162,3492.107178,Rock,Fall,Earthquake,II,4.5154157,27.840768,27840768,25,,11/14/2016,Unknown,Complete Breach,lake existed in Feb 2017 imagery,Dam breached,,,,2016 Kaikoura Earthquake,"DB mapping; Massey et al. (2018, 2019, 2021)",Yes,67,2124,,2793.685791,5000,398,2586,
493,Wild Natives (Lower),Wild Natives (Lower),1169610,5015489,38,5,895,425,650049,130009.8,1202,2145,2498,2083,0.5603729,0.481185,0.5770524,552179.625,2099904.5,Debris,Debris flow,Unknown,I,2.7614496,75.062976,75062976,420,2.745007,unknown,Unknown,Partial Breach A,lake possibly silted in,Long-term eroded,,,,,Korup (2011); SC mapping,Yes,54,993,,1679923.5,500,32,1546,
710,Woodside 50,Woodside 50,1688618,5357102,60,1,55,5,120,120,47,65,81,79,0.7230769,0.5802469,0.5949367,1276.577515,1473.466187,Debris,Planar slide,Earthquake,I,5.1186447,15.769792,15769792,40,,11/14/2016,Overtopping,Partial Breach A,dam toe eroded,Dam breached,,Moderate,,<Null>,AW mapping,Yes,3,1225,<Null>,1178.772949,0.005,60,1239,
